|       |     F10A3 |     F10A5 |     F10B3 |     F10B5 |     F10C1 |     F10C3 |     F10C4 |     F10D1 |     F10D5 |     F10E3 |     F10E5 |     F10F1 |     F10F3 |     F10F5 |     F10G2 |     F11A3 |     F11A6 |     F11B1 |     F11B2 |     F11B5 |     F11C2 |     F11D1 |     F11D2 |     F11D4 |     F11G3 |     F11G4 |     F12B1 |     F12B2 |     F12B3 |     F12C6 |     F12D4 |     F12E1 |     F12E4 |     F12E5 |     F12E6 |     F12F1 |     F12F5 |     F12G1 |     F15A3 |     F15A5 |     F15A6 |     F15B5 |     F15C5 |     F15C6 |     F15C8 |     F15D1 |     F15D2 |     F15E1 |     F15E2 |     F15E4 |     F15E5 |     F15E7 |     F15F1 |     F15F3 |     F15F5 |     F15F6 |     F15F8 |     F15H1 |     F15H5 |     F16A2 |     F16A4 |     F16A5 |     F16B1 |     F16B2 |     F16B3 |     F16B6 |     F16C1 |     F16D6 |     F16F4 |     F16G3 |     F16G4 |     F16G6 |     F17A7 |     F17B1 |     F17B7 |     F17C1 |     F17C2 |     F17C7 |     F17D6 |     F17E6 |     F17E7 |     F17F3 |     F17F5 |     F17G3 |     F17G5 |     F18B2 |     F18B4 |     F18C4 |     F18D2 |     F18E1 |     F18E2 |     F18F2 |      F3F1 |      F5A2 |      F5A4 |      F5B1 |      F5B2 |      F5B3 |      F5B4 |      F5C1 |      F5C2 |      F5C4 |      F5D1 |      F5E2 |      F5E4 |      F5F2 |      F5G2 |      F6A4 |      F6B2 |      F6B4 |      F6C2 |      F6C4 |      F6D2 |      F6E2 |      F6E4 |      F6F2 |      F6F4 |      F6G2 |      F6G3 |      F7A3 |      F7A6 |      F7B1 |      F7B2 |      F7B4 |      F7B5 |      F7B6 |      F7C1 |      F7C2 |      F7C6 |      F7D2 |      F7D3 |      F7D4 |      F7D6 |      F7E2 |      F7E6 |      F7F2 |      F7F3 |      F7F6 |      F7G2 |      F7G5 |      F8A1 |      F8A2 |      F8B2 |      F8B4 |      F8B5 |      F8C5 |      F8D3 |      F8D4 |      F8E6 |      F8G1 |      F8G2 |      F9A2 |      F9A3 |      F9A4 |      F9A5 |      F9B4 |      F9B6 |      F9C5 |      F9D3 |      F9D6 |      F9F2 |      F9F3 |      F9G3 |
| F7C2  | 0.0232558 | 0         | 0         | 0.0298507 | 0         | 0.0322581 | 0         | 0.0277778 | 0         | 0         | 0         | 0         | 0         | 0         | 0.0243902 | 0.0350877 | 0.285714  | 0.0588235 | 0         | 0         | 0.031746  | 0         | 0         | 0.0833333 | 0         | 0         | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0         | 0         | 0.0185185 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0.133333  | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0952381 | 0         | 0         | 0         | 0.0384615 | 0         | 0         | 0.111111  | 0.25      | 0         | 0         | 0         | 0         | 0         | 0.0952381 | 0         | 0         | 0         | 0         | 0         | 0.285714  | 0.0338983 | 0         | 0.1       | 0.0196078 | 0         | 0         | 0         | 0         | 0         | 0         | 0.25      | 0         | 0.25      | 0         | 0         | 0.031746  | 0.5       | 0         | 0         | 0         | 0         | 0         | 0.0588235 | 0         | 0         | 0         | 0         | 0         | 0.0172414 | 0.0307692 | 0.5       | 0         | 0         | 0.0833333 | 0         | 1         | 0.285714  | 0.333333  | 0         | 0         | 0.5       | 0.4       | 0.5       | 0.5       | 0.0289855 | 0.5       | 0.5       | 0         | 0.0588235 | 0         | 0         | 0         | 0         | 0.0263158 | 0.05      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0.0625    | 0         | 0         | 0.0526316 | 0         | 0.0625    |
| F7C6  | 0.0888889 | 0         | 0         | 0.0571429 | 0         | 0.0952381 | 0         | 0.135135  | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.119048  | 0.0666667 | 0.4       | 0.15      | 0         | 0.181818  | 0.111111  | 0         | 0.0588235 | 0.24      | 0.0277778 | 0         | 0         | 0         | 0         | 0.133333  | 0         | 0         | 0.0714286 | 0         | 0         | 0         | 0.0909091 | 0.2       | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0.147059  | 0         | 0         | 0         | 0.294118  | 0.0238095 | 0         | 0         | 0.26087   | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.130435  | 0         | 0.272727  | 0         | 0         | 0.117647  | 0.333333  | 0.0454545 | 0.15      | 0.0769231 | 0.103448  | 0         | 0         | 0.363636  | 0.25      | 0         | 0.0625    | 0.0416667 | 0.0416667 | 0         | 0.333333  | 0.166667  | 0         | 0         | 0         | 0         | 0.75      | 0.0819672 | 0         | 0.0666667 | 0.0555556 | 0         | 0.0666667 | 0         | 0         | 0         | 0.142857  | 0.111111  | 0         | 0.363636  | 0         | 0         | 0.0769231 | 0.142857  | 0         | 0.0833333 | 0         | 0.285714  | 0         | 0.277778  | 0         | 0         | 0         | 0         | 0         | 0.0322581 | 0.0746269 | 0.142857  | 0         | 0         | 0.0588235 | 0         | 0.285714  | 1         | 0.125     | 0         | 0.03125   | 0.142857  | 0.2       | 0.142857  | 0.142857  | 0.0857143 | 0.142857  | 0.142857  | 0.1       | 0.210526  | 0.111111  | 0         | 0         | 0         | 0.0731707 | 0.119048  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.136364  | 0.157895  | 0         | 0.0666667 | 0.153846  | 0         | 0.1       |
| F7D2  | 0.0232558 | 0         | 0         | 0.0298507 | 0         | 0.0322581 | 0         | 0.0571429 | 0         | 0         | 0.0166667 | 0.0175439 | 0.111111  | 0         | 0.0243902 | 0.0350877 | 0.125     | 0         | 0.0625    | 0.142857  | 0.031746  | 0.027027  | 0         | 0.04      | 0         | 0.333333  | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0.0909091 | 0         | 0.0185185 | 0.0555556 | 0         | 0.2       | 0         | 0.5       | 0.0526316 | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0.133333  | 0         | 0         | 0         | 0.0909091 | 0         | 0.166667  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.05      | 0         | 0         | 0         | 0         | 0         | 0.0952381 | 0         | 0.0588235 | 0         | 0.0384615 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0454545 | 0         | 0.166667  | 0         | 0         | 0         | 0.125     | 0.0166667 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0         | 0         | 0.015625  | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0.25      | 0         | 0         | 0         | 0.0350877 | 0.0307692 | 0.5       | 0         | 0         | 0.0833333 | 0         | 0.333333  | 0.125     | 1         | 0         | 0         | 0.5       | 0.166667  | 0.5       | 0.5       | 0.0289855 | 0.5       | 0.5       | 0         | 0.0588235 | 0         | 0         | 0         | 0         | 0         | 0.0243902 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.111111  | 0.133333  | 0.1       | 0.1       | 0.025641  | 0         | 0         |
| F7D3  | 0.047619  | 0         | 0         | 0.0298507 | 0         | 0.015873  | 0.2       | 0.0571429 | 0         | 0         | 0.0338983 | 0.0357143 | 0         | 0         | 0         | 0.0350877 | 0.125     | 0         | 0         | 0         | 0.031746  | 0.027027  | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.037037  | 0         | 0.1       | 0         | 0         | 0.0377358 | 0         | 0         | 0         | 0         | 0         | 0.0526316 | 0         | 0         | 0.025     | 0         | 0         | 0.25      | 0         | 0         | 0.027027  | 0         | 0         | 0         | 0         | 0         | 0.1       | 0.0769231 | 0         | 0.142857  | 0.0392157 | 0.142857  | 0.0333333 | 0         | 0         | 0         | 0         | 0         | 0         | 0.0769231 | 0         | 0         | 0         | 0         | 0.0384615 | 0.125     | 0.0714286 | 0         | 0         | 0         | 0.0909091 | 0         | 0.111111  | 0         | 0.0454545 | 0.0666667 | 0         | 0         | 0         | 0         | 0         | 0.0338983 | 0         | 0         | 0.0196078 | 0.0606061 | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.031746  | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0         | 0.0350877 | 0.0307692 | 0         | 0         | 0         | 0.0833333 | 0         | 0         | 0         | 0         | 1         | 0         | 0         | 0         | 0         | 0         | 0.0289855 | 0         | 0         | 0         | 0         | 0         | 0.2       | 0         | 0.0192308 | 0         | 0.0243902 | 0         | 0         | 0.142857  | 0         | 0.5       | 0         | 0.5       | 0.2       | 0         | 0.0526316 | 0         | 0         | 0         | 0         | 0.037037  | 0.133333  |
| F7D4  | 0.192982  | 0.0384615 | 0         | 0.328571  | 0         | 0.257143  | 0.0909091 | 0.297872  | 0.0384615 | 0         | 0.25      | 0.366667  | 0.133333  | 0.206897  | 0.137931  | 0.360656  | 0         | 0.166667  | 0.322581  | 0.103448  | 0.289855  | 0.347826  | 0.121212  | 0.162791  | 0.191489  | 0.037037  | 0.0384615 | 0.0384615 | 0.25      | 0.2       | 0         | 0.290323  | 0.0625    | 0.0606061 | 0.285714  | 0.0384615 | 0.253968  | 0.194444  | 0         | 0.0344828 | 0.186047  | 0         | 0.222222  | 0         | 0.153846  | 0.226415  | 0.26087   | 0.352941  | 0.0357143 | 0.148148  | 0.108108  | 0.215686  | 0         | 0         | 0.170732  | 0         | 0.107143  | 0.0606061 | 0.151515  | 0         | 0.103448  | 0.283333  | 0.0666667 | 0.145833  | 0.137931  | 0.323529  | 0.0740741 | 0.1       | 0         | 0         | 0.0555556 | 0.27027   | 0.105263  | 0.235294  | 0.0645161 | 0.108696  | 0         | 0.181818  | 0         | 0         | 0         | 0.0909091 | 0.157895  | 0.189189  | 0.111111  | 0.205128  | 0.0526316 | 0.0689655 | 0.103448  | 0.242424  | 0.107143  | 0.03125   | 0.307692  | 0.0645161 | 0.0606061 | 0.169231  | 0.18      | 0.0294118 | 0.0606061 | 0.1       | 0.111111  | 0         | 0.0357143 | 0.0384615 | 0.030303  | 0.103448  | 0.0666667 | 0.253521  | 0         | 0.037037  | 0.142857  | 0.153846  | 0.0277778 | 0.243902  | 0.2       | 0.142857  | 0.0740741 | 0         | 0         | 0.0714286 | 0.276923  | 0.3       | 0         | 0         | 0         | 0.233333  | 0         | 0         | 0.03125   | 0         | 0         | 1         | 0         | 0         | 0         | 0         | 0.376812  | 0         | 0         | 0.0714286 | 0.05      | 0.0740741 | 0.0344828 | 0         | 0.262295  | 0.211538  | 0.245283  | 0.0384615 | 0.1       | 0.0666667 | 0.0344828 | 0         | 0.111111  | 0         | 0.125     | 0.0384615 | 0.1       | 0.138889  | 0.206897  | 0.206897  | 0.254902  | 0.209302  | 0.0512821 |
| F7D6  | 0         | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0.0285714 | 0         | 0         | 0         | 0         | 0         | 0         | 0.025     | 0.0175439 | 0.142857  | 0         | 0         | 0         | 0.015873  | 0         | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.0454545 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0169492 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0.015873  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.0175439 | 0.0153846 | 1         | 0         | 0         | 0.0909091 | 0         | 0.5       | 0.142857  | 0.5       | 0         | 0         | 1         | 0.2       | 1         | 1         | 0.0144928 | 1         | 1         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0555556 | 0.0666667 | 0         | 0         | 0.0263158 | 0         | 0         |
| F7E2  | 0.0217391 | 0         | 0         | 0.0746269 | 0         | 0.0806452 | 0         | 0.111111  | 0         | 0.2       | 0.0491803 | 0.0166667 | 0         | 0         | 0.097561  | 0.0508475 | 0.2       | 0.235294  | 0         | 0         | 0.0793651 | 0         | 0         | 0.16      | 0.09375   | 0         | 0         | 0         | 0         | 0.0714286 | 0         | 0.0535714 | 0         | 0.0769231 | 0         | 0         | 0.0740741 | 0         | 0         | 0.125     | 0         | 0         | 0.0952381 | 0         | 0         | 0         | 0.0571429 | 0         | 0         | 0         | 0.176471  | 0.0789474 | 0         | 0         | 0.125     | 0         | 0         | 0.272727  | 0.214286  | 0.125     | 0         | 0         | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0.2       | 0.0625    | 0.0833333 | 0.05      | 0.105263  | 0         | 0.0714286 | 0.0909091 | 0         | 0.0833333 | 0.142857  | 0         | 0         | 0         | 0         | 0         | 0.130435  | 0.1875    | 0         | 0         | 0         | 0         | 0.2       | 0.0847458 | 0         | 0.166667  | 0.0784314 | 0         | 0.166667  | 0         | 0.0909091 | 0         | 0         | 0.142857  | 0         | 0.181818  | 0         | 0         | 0.0793651 | 0.2       | 0.166667  | 0         | 0         | 0.230769  | 0         | 0.05      | 0         | 0         | 0         | 0         | 0.125     | 0.0508475 | 0.0606061 | 0.2       | 0         | 0         | 0.0666667 | 0         | 0.4       | 0.2       | 0.166667  | 0         | 0         | 0.2       | 1         | 0.2       | 0.2       | 0.0724638 | 0.2       | 0.2       | 0         | 0.05      | 0         | 0         | 0.2       | 0.037037  | 0.0769231 | 0.0465116 | 0         | 0         | 0         | 0.125     | 0         | 0         | 0         | 0.0714286 | 0         | 0.0952381 | 0.111111  | 0         | 0         | 0.102564  | 0.0689655 | 0.0526316 |
| F7E6  | 0         | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0.0285714 | 0         | 0         | 0         | 0         | 0         | 0         | 0.025     | 0.0175439 | 0.142857  | 0         | 0         | 0         | 0.015873  | 0         | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.0454545 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0169492 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0.015873  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.0175439 | 0.0153846 | 1         | 0         | 0         | 0.0909091 | 0         | 0.5       | 0.142857  | 0.5       | 0         | 0         | 1         | 0.2       | 1         | 1         | 0.0144928 | 1         | 1         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0555556 | 0.0666667 | 0         | 0         | 0.0263158 | 0         | 0         |
| F7F2  | 0         | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0.0285714 | 0         | 0         | 0         | 0         | 0         | 0         | 0.025     | 0.0175439 | 0.142857  | 0         | 0         | 0         | 0.015873  | 0         | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.0454545 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0169492 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0.015873  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.0175439 | 0.0153846 | 1         | 0         | 0         | 0.0909091 | 0         | 0.5       | 0.142857  | 0.5       | 0         | 0         | 1         | 0.2       | 1         | 1         | 0.0144928 | 1         | 1         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0555556 | 0.0666667 | 0         | 0         | 0.0263158 | 0         | 0         |
| F7F3  | 0.5       | 0.0144928 | 0.0144928 | 0.789474  | 0.0144928 | 0.701299  | 0.128571  | 0.444444  | 0.0144928 | 0.0144928 | 0.662338  | 0.666667  | 0.115942  | 0.130435  | 0.493151  | 0.68      | 0.101449  | 0.231884  | 0.217391  | 0.0869565 | 0.783784  | 0.4       | 0.142857  | 0.347826  | 0.375     | 0.0289855 | 0.0144928 | 0.0144928 | 0.130435  | 0.144928  | 0.0144928 | 0.64      | 0.115942  | 0.130435  | 0.144928  | 0.0144928 | 0.584416  | 0.228571  | 0.0144928 | 0.057971  | 0.323944  | 0.0144928 | 0.242857  | 0.0571429 | 0.222222  | 0.421053  | 0.422535  | 0.253521  | 0.0434783 | 0.0724638 | 0.217391  | 0.458333  | 0.0144928 | 0.0144928 | 0.3       | 0.0144928 | 0.0724638 | 0.130435  | 0.173913  | 0.057971  | 0.0869565 | 0.578947  | 0.0869565 | 0.342466  | 0.101449  | 0.257143  | 0.0434783 | 0.0857143 | 0         | 0.0144928 | 0.109589  | 0.285714  | 0.133333  | 0.214286  | 0.0410959 | 0.27027   | 0.0555556 | 0.123288  | 0.1       | 0.0434783 | 0.0144928 | 0.112676  | 0.208333  | 0.175676  | 0.169014  | 0.285714  | 0.169014  | 0.0724638 | 0.0869565 | 0.2       | 0.0724638 | 0.0704225 | 0.684211  | 0.0857143 | 0.0684932 | 0.506329  | 0.39726   | 0.130435  | 0.114286  | 0.0704225 | 0.057971  | 0.0144928 | 0.0285714 | 0.0144928 | 0.115942  | 0.0869565 | 0.0869565 | 0.692308  | 0.0144928 | 0.0289855 | 0.0869565 | 0.222222  | 0.142857  | 0.323944  | 0.214286  | 0.185714  | 0.0434783 | 0.0144928 | 0.0289855 | 0.057971  | 0.657895  | 0.717949  | 0.0144928 | 0.114286  | 0.0289855 | 0.15942   | 0.0144928 | 0.0289855 | 0.0857143 | 0.0289855 | 0.0289855 | 0.376812  | 0.0144928 | 0.0724638 | 0.0144928 | 0.0144928 | 1         | 0.0144928 | 0.0144928 | 0.057971  | 0.197183  | 0.0434783 | 0.028169  | 0.0144928 | 0.578947  | 0.432432  | 0.513889  | 0.0144928 | 0.0555556 | 0.0869565 | 0.028169  | 0.0144928 | 0.057971  | 0.0144928 | 0.128571  | 0.0144928 | 0.208333  | 0.217391  | 0.130435  | 0.130435  | 0.528571  | 0.283784  | 0.183099  |
| F7F6  | 0         | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0.0285714 | 0         | 0         | 0         | 0         | 0         | 0         | 0.025     | 0.0175439 | 0.142857  | 0         | 0         | 0         | 0.015873  | 0         | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.0454545 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0169492 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0.015873  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.0175439 | 0.0153846 | 1         | 0         | 0         | 0.0909091 | 0         | 0.5       | 0.142857  | 0.5       | 0         | 0         | 1         | 0.2       | 1         | 1         | 0.0144928 | 1         | 1         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0555556 | 0.0666667 | 0         | 0         | 0.0263158 | 0         | 0         |
| F7G2  | 0         | 0         | 0         | 0.0149254 | 0         | 0.016129  | 0         | 0.0285714 | 0         | 0         | 0         | 0         | 0         | 0         | 0.025     | 0.0175439 | 0.142857  | 0         | 0         | 0         | 0.015873  | 0         | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0.1       | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.03125   | 0         | 0         | 0         | 0.0666667 | 0         | 0         | 0         | 0.0454545 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0.04      | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0.0169492 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.125     | 0         | 0         | 0.015873  | 0         | 0         | 0         | 0         | 0         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.0175439 | 0.0153846 | 1         | 0         | 0         | 0.0909091 | 0         | 0.5       | 0.142857  | 0.5       | 0         | 0         | 1         | 0.2       | 1         | 1         | 0.0144928 | 1         | 1         | 0         | 0.0625    | 0         | 0         | 0         | 0         | 0         | 0.025     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0555556 | 0.0666667 | 0         | 0         | 0.0263158 | 0         | 0         |
| F7G5  | 0.0697674 | 0         | 0         | 0.0441176 | 0         | 0.0645161 | 0.0769231 | 0.114286  | 0         | 0         | 0.0327869 | 0.0526316 | 0.0909091 | 0.0833333 | 0.0232558 | 0.0517241 | 0.1       | 0.0526316 | 0.1875    | 0.111111  | 0.046875  | 0.0810811 | 0         | 0.037037  | 0.030303  | 0.2       | 0.25      | 0         | 0         | 0.166667  | 0         | 0.0357143 | 0         | 0         | 0.166667  | 0.25      | 0.0363636 | 0.235294  | 0         | 0.142857  | 0         | 0         | 0.047619  | 0         | 0.0454545 | 0         | 0.0285714 | 0         | 0         | 0         | 0.266667  | 0.025641  | 0         | 0         | 0.181818  | 0         | 0.125     | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.15      | 0         | 0         | 0         | 0         | 0         | 0.190476  | 0         | 0.176471  | 0         | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0         | 0         | 0.047619  | 0         | 0.0416667 | 0         | 0         | 0         | 0         | 0         | 0.1       | 0.0677966 | 0         | 0         | 0.0188679 | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0         | 0.0909091 | 0         | 0         | 0.0151515 | 0         | 0         | 0         | 0         | 0         | 0         | 0.0526316 | 0         | 0.166667  | 0         | 0         | 0         | 0.0517241 | 0.0454545 | 0         | 0         | 0         | 0.153846  | 0         | 0         | 0.1       | 0         | 0         | 0.0714286 | 0         | 0         | 0         | 0         | 0.057971  | 0         | 0         | 1         | 0.0526316 | 0.166667  | 0         | 0         | 0         | 0.025     | 0.0232558 | 0         | 0         | 0         | 0         | 0         | 0.142857  | 0         | 0.0769231 | 0         | 0.047619  | 0.0555556 | 0.181818  | 0.0833333 | 0.0769231 | 0         | 0.0555556 |
| F8A1  | 0.137255  | 0         | 0         | 0.152778  | 0         | 0.2       | 0         | 0.0851064 | 0.0625    | 0         | 0.190476  | 0.125     | 0         | 0         | 0.333333  | 0.15873   | 0.210526  | 0.185185  | 0         | 0.047619  | 0.179104  | 0.0833333 | 0.285714  | 0.290323  | 0.0952381 | 0         | 0         | 0         | 0.0869565 | 0.04      | 0         | 0.129032  | 0.0909091 | 0.0869565 | 0         | 0         | 0.169492  | 0.137931  | 0         | 0.0526316 | 0.205882  | 0         | 0.030303  | 0.105263  | 0.09375   | 0.195652  | 0.116279  | 0.0588235 | 0         | 0         | 0.148148  | 0.181818  | 0         | 0         | 0.151515  | 0         | 0         | 0         | 0         | 0.0526316 | 0         | 0.155172  | 0.047619  | 0.125     | 0.0454545 | 0.0294118 | 0         | 0.0952381 | 0         | 0         | 0.0769231 | 0.121212  | 0.103448  | 0.0322581 | 0.0454545 | 0.0512821 | 0         | 0         | 0.2       | 0.117647  | 0         | 0.0833333 | 0.0625    | 0         | 0.0344828 | 0.193548  | 0.0714286 | 0         | 0.1       | 0.192308  | 0.05      | 0.210526  | 0.171875  | 0.0454545 | 0.0416667 | 0.269231  | 0.166667  | 0.0869565 | 0.0869565 | 0.0454545 | 0.0526316 | 0.0625    | 0         | 0         | 0.263158  | 0.047619  | 0.1       | 0.179104  | 0         | 0         | 0.047619  | 0.206897  | 0.125     | 0.138889  | 0.103448  | 0.0714286 | 0         | 0         | 0         | 0         | 0.140625  | 0.191176  | 0.0625    | 0.0416667 | 0         | 0.0384615 | 0         | 0.0588235 | 0.210526  | 0.0588235 | 0         | 0.05      | 0.0625    | 0.05      | 0.0625    | 0.0625    | 0.197183  | 0.0625    | 0.0625    | 0.0526316 | 1         | 0         | 0.0526316 | 0         | 0.155172  | 0.152174  | 0.272727  | 0         | 0.0454545 | 0.047619  | 0.0526316 | 0         | 0.0526316 | 0         | 0         | 0         | 0.172414  | 0.148148  | 0         | 0.0416667 | 0.255814  | 0.2       | 0.107143  |
